RefSeq_id	Gene_name	Protein_id	Transcript_id	CCDS	HGNC_name_e107
83743	GRWD1	NP_113673.3	NM_031485	CCDS12720.1	GRWD1
3770	KCNJ14	NP_037480.1	NM_013348	CCDS12721.1	KCNJ14
6820	SULT2B1	NP_814444.1	NM_177973	CCDS12723.1	SULT2B1
54854	FAM83E	NP_060178.2	NM_017708	CCDS42587.1	FAM83E
54854	FAM83E	XP_005259076.1	PRJNA168;XM_005259019	-	FAM83E
171169	SPACA4	NP_598005.1	NM_133498	CCDS12725.1	SPACA4
6141	RPL18	NP_000970.1	NM_000979	CCDS12726.1	RPL18
56848	SPHK2	NP_064511.2	NM_020126	CCDS12727.1	SPHK2
56848	SPHK2	NP_001191088.1	NM_001204159	CCDS12727.1	SPHK2
1628	DBP	NP_001343.2	NM_001352	CCDS12728.1	DBP
770	CA11	NP_001208.2	NM_001217	CCDS12729.1	CA11
126147	NTN5	NP_665806.1	NM_145807	CCDS33068.1	NTN5
2524	FUT2	NP_000502.4	NM_000511	CCDS33069.1	FUT2
2524	FUT2	NP_001091107.1	NM_001097638	CCDS33069.1	FUT2
284358	MAMSTR	NP_001124387.1	NM_001130915	CCDS46137.1	MAMSTR
54922	RASIP1	NP_060275.2	NM_017805	CCDS12731.1	RASIP1
284359	IZUMO1	NP_872381.2	NM_182575	CCDS12732.1	IZUMO1
284359	IZUMO1	XP_005258851.1	PRJNA168;XM_005258794	-	IZUMO1
2523	FUT1	NP_000139.1	NM_000148	CCDS12733.1	FUT1
26291	FGF21	NP_061986.1	NM_019113	CCDS12734.1	FGF21
26291	FGF21	XP_005258788.1	PRJNA168;XM_005258731	-	FGF21
587	BCAT2	NP_001181.2	NM_001190	CCDS12735.1	BCAT2
51171	HSD17B14	NP_057330.2	NM_016246	CCDS12736.1	HSD17B14
57664	PLEKHA4	NP_065955.2	NM_020904	CCDS12737.1	PLEKHA4
23645	PPP1R15A	NP_055145.3	NM_014330	CCDS12738.1	PPP1R15A
7288	TULP2	NP_003314.2	NM_003323	CCDS12739.1	TULP2
4924	NUCB1	NP_006175.2	NM_006184	CCDS12740.1	NUCB1
27294	DHDH	NP_055290.1	NM_014475	CCDS12741.1	DHDH
581	BAX	NP_620116.1	NM_138761	CCDS12742.1	BAX
2512	FTL	NP_000137.2	NM_000146	CCDS33070.1	FTL
2997	GYS1	NP_002094.2	NM_002103	CCDS12747.1	GYS1
10856	RUVBL2	NP_006657.1	NM_006666	CCDS42588.1	RUVBL2
3972	LHB	NP_000885.1	NM_000894	CCDS12748.1	LHB
1082	CGB	NP_000728.1	NM_000737	CCDS12749.1	CGB8
114336	CGB2	NP_203696.2	NM_033378	CCDS12750.2	CGB2
114335	CGB1	NP_203695.2	NM_033377	CCDS12751.2	CGB1
93659	CGB5	NP_149032.1	NM_033043	CCDS12752.1	CGB8
94115	CGB8	NP_149439.1	NM_033183	CCDS12753.1	CGB8
94027	CGB7	NP_149133.1	NM_033142	CCDS33071.1	CGB7
94027	CGB7	XP_005259483.1	PRJNA168;XM_005259426	-	CGB7
94027	CGB7	XP_005259484.1	PRJNA168;XM_005259427	-	CGB7
94027	CGB7	XP_005259485.1	PRJNA168;XM_005259428	-	CGB7
4909	NTF4	NP_006170.1	NM_006179	CCDS12754.1	NTF4
4909	NTF4	XP_005259019.1	PRJNA168;XM_005258962	-	NTF4
3743	KCNA7	NP_114092.2	NM_031886	CCDS12755.1	KCNA7
6625	SNRNP70	NP_003080.2	NM_003089	CCDS12756.1	SNRNP70
6625	SNRNP70	XP_005259233.1	PRJNA168;XM_005259176	-	SNRNP70
64130	LIN7B	NP_071448.1	NM_022165	CCDS12757.1	LIN7B
55150	C19orf73	NP_060581.2	NM_018111	CCDS42589.1	C19orf73
8541	PPFIA3	NP_003651.1	NM_003660	CCDS12758.1	PPFIA3
3270	HRC	NP_002143.1	NM_002152	CCDS12759.1	HRC
54795	TRPM4	NP_060106.2	NM_017636	CCDS33073.1	TRPM4
28968	SLC6A16	NP_054756.2	NM_014037	CCDS42590.1	SLC6A16
28968	SLC6A16	XP_005258877.1	PRJNA168;XM_005258820	-	SLC6A16
951	CD37	NP_001765.1	NM_001774	CCDS12760.1	CD37
8463	TEAD2	NP_001243590.1	NM_001256661	CCDS59406.1	TEAD2
8463	TEAD2	NP_001243589.1	NM_001256660	CCDS59406.1	TEAD2
27120	DKKL1	NP_055234.1	NM_014419	CCDS12762.1	DKKL1
147872	CCDC155	NP_653289.3	NM_144688	CCDS46140.1	KASH5
113091	PTH2	NP_848544.1	NM_178449	CCDS12763.1	PTH2
100507003	LOC100507003	NP_001182185.1	NM_001195256	CCDS58672.1	GFY
57030	SLC17A7	NP_064705.1	NM_020309	CCDS12764.1	SLC17A7
55011	PIH1D1	NP_060386.1	NM_017916	CCDS12765.1	PIH1D1
126133	ALDH16A1	NP_699160.2	NM_153329	CCDS12766.1	ALDH16A1
2323	FLT3LG	NP_001191431.1	NM_001204502	CCDS12767.1	FLT3LG
2323	FLT3LG	NP_001191432.1	NM_001204503	CCDS12767.1	FLT3LG
2323	FLT3LG	NP_001450.2	NM_001459	CCDS12767.1	FLT3LG
2323	FLT3LG	XP_005258736.1	PRJNA168;XM_005258679	-	FLT3LG
23521	RPL13A	NP_036555.1	NM_012423	CCDS12768.1	RPL13A
6205	RPS11	NP_001006.1	NM_001015	CCDS12769.1	RPS11
2217	FCGRT	NP_001129491.1	NM_001136019	CCDS12770.1	FCGRT
2217	FCGRT	NP_004098.1	NM_004107	CCDS12770.1	FCGRT
57333	RCN3	NP_065701.2	NM_020650	CCDS12771.1	RCN3
51070	NOSIP	NP_057037.1	NM_015953	CCDS12772.1	NOSIP
51070	NOSIP	NP_001257889.1	NM_001270960	CCDS12772.1	NOSIP
5639	PRRG2	NP_000942.1	NM_000951	CCDS12773.1	PRRG2
57479	PRR12	NP_065770.1	NM_020719	CCDS46143.1	PRR12
6237	RRAS	NP_006261.1	NM_006270	CCDS12774.1	RRAS
58506	SCAF1	NP_067051.2	NM_021228	CCDS33074.1	SCAF1
58506	SCAF1	XP_005259179.1	PRJNA168;XM_005259122	-	SCAF1
3661	IRF3	NP_001562.1	NM_001571	CCDS12775.1	IRF3
199800	ADM5	NP_001094810.1	NM_001101340	CCDS46146.1	ADM5
126129	CPT1C	NP_689572.1	NM_152359	CCDS12779.1	CPT1C
126129	CPT1C	NP_001186681.1	NM_001199752	CCDS12779.1	CPT1C
126129	CPT1C	NP_001186682.1	NM_001199753	CCDS12779.1	CPT1C
126129	CPT1C	XP_005258562.1	PRJNA168;XM_005258505	-	CPT1C
126129	CPT1C	XP_005258563.1	PRJNA168;XM_005258506	-	CPT1C
60385	TSKS	NP_068379.1	NM_021733	CCDS12780.1	TSKS
160	AP2A1	NP_570603.2	NM_130787	CCDS46149.1	AP2A1
80199	FUZ	NP_079405.2	NM_025129	CCDS12781.1	FUZ
11284	PNKP	NP_009185.2	NM_007254	CCDS12783.1	PNKP
84335	AKT1S1	NP_001092102.1	NM_001098632	CCDS12784.1	AKT1S1
84335	AKT1S1	NP_001092103.1	NM_001098633	CCDS12784.1	AKT1S1
84335	AKT1S1	NP_001265088.1	NM_001278159	-	AKT1S1
84335	AKT1S1	NP_001265089.1	NM_001278160	-	AKT1S1
79735	TBC1D17	NP_078958.2	NM_024682	CCDS12785.1	TBC1D17
23636	NUP62	NP_057637.2	NM_016553	CCDS12788.1	NUP62
23636	NUP62	NP_714941.1	NM_153719	CCDS12788.1	NUP62
23636	NUP62	NP_714940.1	NM_153718	CCDS12788.1	NUP62
23636	NUP62	NP_036478.2	NM_012346	CCDS12788.1	NUP62
23636	NUP62	NP_001180286.1	NM_001193357	CCDS12788.1	NUP62
23636	NUP62	XP_005258755.1	PRJNA168;XM_005258698	-	NUP62
23636	NUP62	XP_005258756.1	PRJNA168;XM_005258699	-	NUP62
22809	ATF5	NP_036200.2	NM_012068	CCDS12789.1	ATF5
22809	ATF5	NP_001180575.1	NM_001193646	CCDS12789.1	ATF5
22809	ATF5	XP_005258715.1	PRJNA168;XM_005258658	-	ATF5
114132	SIGLEC11	NP_443116.2	NM_052884	CCDS12790.2	SIGLEC11
51231	VRK3	NP_057524.3	NM_016440	CCDS12791.1	VRK3
51231	VRK3	XP_005259028.1	PRJNA168;XM_005258971	-	VRK3
25888	ZNF473	NP_056243.1	NM_015428	CCDS33077.1	ZNF473
25888	ZNF473	NP_001006657.1	NM_001006656	CCDS33077.1	ZNF473
126123	IZUMO2	NP_689571.2	NM_152358	CCDS12792.2	IZUMO2
3748	KCNC3	NP_004968.2	NM_004977	CCDS12793.1	KCNC3
9476	NAPSA	NP_004842.1	NM_004851	CCDS12794.1	NAPSA
7376	NR1H2	XP_005259252.1	PRJNA168;XM_005259195	-	NR1H2
5424	POLD1	NP_001243778.1	NM_001256849	CCDS12795.1	POLD1
5424	POLD1	NP_002682.2	NM_002691	CCDS12795.1	POLD1
6689	SPIB	NP_003112.2	NM_003121	CCDS33080.1	SPIB
4606	MYBPC2	NP_004524.3	NM_004533	CCDS46152.1	MYBPC2
126119	JOSD2	NP_612207.1	NM_138334	CCDS12797.1	JOSD2
126119	JOSD2	NP_001257615.1	NM_001270686	CCDS12797.1	JOSD2
126119	JOSD2	NP_001257568.1	NM_001270639	CCDS12797.1	JOSD2
126119	JOSD2	NP_001257569.1	NM_001270640	CCDS12797.1	JOSD2
554235	ASPDH	NP_001108070.1	NM_001114598	CCDS46153.1	ASPDH
94030	LRRC4B	NP_001073926.1	NM_001080457	CCDS42595.1	LRRC4B
94030	LRRC4B	XP_005259486.1	PRJNA168;XM_005259429	-	LRRC4B
84258	SYT3	NP_115674.1	NM_032298	CCDS12798.1	SYT3
84258	SYT3	NP_001153800.1	NM_001160328	CCDS12798.1	SYT3
84258	SYT3	NP_001153801.1	NM_001160329	CCDS12798.1	SYT3
342918	C19orf81	NP_001182005.1	NM_001195076	CCDS54296.1	C19orf81
50944	SHANK1	NP_057232.2	NM_016148	CCDS12799.1	SHANK1
6320	CLEC11A	NP_002966.1	NM_002975	CCDS12800.1	CLEC11A
2854	GPR32	NP_001497.1	NM_001506	CCDS12801.1	GPR32
93650	ACPT	NP_149059.1	NM_033068	CCDS12802.1	ACP4
3816	KLK1	NP_002248.1	NM_002257	CCDS12804.1	KLK1
55554	KLK15	NP_059979.2	NM_017509	CCDS12805.1	KLK15
354	KLK3	NP_001639.1	NM_001648	CCDS12807.1	KLK3
3817	KLK2	NP_005542.1	NM_005551	CCDS12808.1	KLK2
25818	KLK5	NP_036559.1	NM_012427	CCDS12810.1	KLK5
25818	KLK5	NP_001070959.1	NM_001077491	CCDS12810.1	KLK5
25818	KLK5	NP_001070960.1	NM_001077492	CCDS12810.1	KLK5
5653	KLK6	NP_002765.1	NM_002774	CCDS12811.1	KLK6
5653	KLK6	NP_001012982.1	NM_001012964	CCDS12811.1	KLK6
5650	KLK7	NP_005037.1	NM_005046	CCDS12812.1	KLK7
5650	KLK7	NP_644806.1	NM_139277	CCDS12812.1	KLK7
11202	KLK8	NP_009127.1	NM_007196	CCDS12813.1	KLK8
284366	KLK9	NP_036447.1	NM_012315	CCDS12816.1	KLK9
5655	KLK10	NP_665895.1	NM_145888	CCDS12817.1	KLK10
5655	KLK10	NP_002767.2	NM_002776	CCDS12817.1	KLK10
5655	KLK10	NP_001070968.1	NM_001077500	CCDS12817.1	KLK10
5655	KLK10	XP_005259118.1	PRJNA168;XM_005259061	-	KLK10
5655	KLK10	XP_005259119.1	PRJNA168;XM_005259062	-	KLK10
11012	KLK11	NP_006844.1	NM_006853	CCDS12819.1	KLK11
11012	KLK11	NP_001129504.1	NM_001136032	CCDS12819.1	KLK11
43849	KLK12	NP_665901.1	NM_145894	CCDS12821.1	KLK12
26085	KLK13	NP_056411.1	NM_015596	CCDS12822.1	KLK13
90353	CTU1	NP_660275.2	NM_145232	CCDS12824.1	CTU1
27180	SIGLEC9	NP_055256.1	NM_014441	CCDS12825.1	SIGLEC9
27036	SIGLEC7	NP_055200.1	NM_014385	CCDS12826.1	SIGLEC7
945	CD33	NP_001763.3	NM_001772	CCDS33084.1	CD33
284369	SIGLECL1	NP_775906.1	NM_173635	CCDS12827.1	SIGLECL1
284369	SIGLECL1	XP_005258856.1	PRJNA168;XM_005258799	-	SIGLECL1
402665	IGLON5	NP_001094842.1	NM_001101372	CCDS46158.1	IGLON5
147645	VSIG10L	NP_001157394.1	NM_001163922	CCDS54300.1	VSIG10L
2109	ETFB	NP_001976.1	NM_001985	CCDS12828.1	ETFB
125875	CLDND2	NP_689566.1	NM_152353	CCDS12829.1	CLDND2
4818	NKG7	NP_005592.1	NM_005601	CCDS12830.1	NKG7
3982	LIM2	NP_001155220.1	NM_001161748	CCDS59415.1	LIM2
147646	LOC147646	NP_001180552.1	NM_001193623	CCDS58676.1	C19orf84
89790	SIGLEC10	NP_149121.2	NM_033130	CCDS12832.1	SIGLEC10
27181	SIGLEC8	NP_055257.2	NM_014442	CCDS33086.1	SIGLEC8
89858	SIGLEC12	NP_443729.1	NM_053003	CCDS12833.1	SIGLEC12
946	SIGLEC6	NP_001236.4	NM_001245	CCDS12834.3	SIGLEC6
7728	ZNF175	NP_009078.1	NM_007147	CCDS12837.1	ZNF175
8778	SIGLEC5	NP_003821.1	NM_003830	CCDS33088.1	SIGLEC5
100049587	SIGLEC14	NP_001092082.1	NM_001098612	CCDS42604.1	SIGLEC14
3036	HAS1	XP_005258891.1	PRJNA168;XM_005258834	-	HAS1
2357	FPR1	NP_001180235.1	NM_001193306	CCDS12839.1	FPR1
2357	FPR1	NP_002020.1	NM_002029	CCDS12839.1	FPR1
2358	FPR2	NP_001453.1	NM_001462	CCDS12840.1	FPR2
2358	FPR2	NP_001005738.1	NM_001005738	CCDS12840.1	FPR2
2359	FPR3	NP_002021.3	NM_002030	CCDS12841.1	FPR3
84765	ZNF577	NP_116068.2	NM_032679	CCDS12842.2	ZNF577
65251	ZNF649	NP_075562.2	NM_023074	CCDS12843.1	ZNF649
79898	ZNF613	NP_001026891.2	NM_001031721	CCDS33089.1	ZNF613
79898	ZNF613	XP_005259326.1	PRJNA168;XM_005259269	-	ZNF613
59348	ZNF350	NP_067645.3	NM_021632	CCDS12845.1	ZNF350
80110	ZNF614	NP_079316.2	NM_025040	CCDS12847.1	ZNF614
9668	ZNF432	NP_055465.1	NM_014650	CCDS12848.1	ZNF432
284371	ZNF841	NP_001129971.1	NM_001136499	CCDS46161.1	ZNF841
284371	ZNF841	XP_005258864.1	PRJNA168;XM_005258807	-	ZNF841
90317	ZNF616	NP_848618.2	NM_178523	CCDS33090.1	ZNF616
90317	ZNF616	XP_005259432.1	PRJNA168;XM_005259375	-	ZNF616
162962	ZNF836	NP_001096127.1	NM_001102657	CCDS46162.1	ZNF836
162962	ZNF836	XP_005258632.1	PRJNA168;XM_005258575	-	ZNF836
5518	PPP2R1A	NP_055040.2	NM_014225	CCDS12849.1	PPP2R1A
90321	ZNF766	NP_001010851.1	NM_001010851	CCDS46163.1	ZNF766
147657	ZNF480	NP_653285.2	NM_144684	CCDS12850.2	ZNF480
147657	ZNF480	XP_005258581.1	PRJNA168;XM_005258524	-	ZNF480
162963	ZNF610	NP_001154897.1	NM_001161425	CCDS12851.1	ZNF610
162963	ZNF610	NP_001154898.1	NM_001161426	CCDS12851.1	ZNF610
162963	ZNF610	NP_775801.2	NM_173530	CCDS12851.1	ZNF610
400713	ZNF880	NP_001138906.1	NM_001145434	CCDS46164.1	ZNF880
84436	ZNF528	NP_115799.2	NM_032423	CCDS33091.1	ZNF528
84436	ZNF528	XP_005259377.1	PRJNA168;XM_005259320	-	ZNF528
147660	ZNF578	NP_001093164.1	NM_001099694	CCDS54310.1	ZNF578
147660	ZNF578	XP_005258584.1	PRJNA168;XM_005258527	-	ZNF578
388558	ZNF808	NP_001034975.2	NM_001039886	CCDS46167.1	ZNF808
388558	ZNF808	XP_005258963.1	PRJNA168;XM_005258906	-	ZNF808
388558	ZNF808	XP_005258964.1	PRJNA168;XM_005258907	-	ZNF808
55762	ZNF701	NP_060730.2	NM_018260	CCDS33092.1	ZNF701
81856	ZNF611	NP_112234.3	NM_030972	CCDS12855.1	ZNF611
81856	ZNF611	NP_001154971.1	NM_001161499	CCDS12855.1	ZNF611
81856	ZNF611	NP_001154972.1	NM_001161500	CCDS12855.1	ZNF611
162966	ZNF600	XP_005258633.1	PRJNA168;XM_005258576	-	ZNF600
7576	ZNF28	NP_008900.3	NM_006969	CCDS33093.2	ZNF28
90333	ZNF468	NP_001008801.1	NM_001008801	CCDS33094.1	ZNF468
162967	ZNF320	NP_997216.2	NM_207333	CCDS33095.1	ZNF320
388559	ZNF888	XP_005259508.1	PRJNA168;XM_005259451	-	ZNF888
125893	ZNF816	NP_001026835.1	NM_001031665	CCDS33096.1	ZNF816
125893	ZNF816	NP_001189385.1	NM_001202456	CCDS33096.1	ZNF816
125893	ZNF816	NP_001189386.1	NM_001202457	CCDS33096.1	ZNF816
147664	ERVV-1	NP_689686.2	NM_152473	CCDS59419.1	ERVV-1
100271846	ERVV-2	NP_001177984.1	NM_001191055	CCDS59420.1	ERVV-2
90338	ZNF160	NP_942596.1	NM_198893	CCDS12859.1	ZNF160
90338	ZNF160	NP_150630.2	NM_033288	CCDS12859.1	ZNF160
90338	ZNF160	NP_001096073.1	NM_001102603	CCDS12859.1	ZNF160
90338	ZNF160	XP_005259435.1	PRJNA168;XM_005259378	-	ZNF160
55786	ZNF415	NP_001157781.1	NM_001164309	CCDS12860.1	ZNF415
55786	ZNF415	NP_060825.2	NM_018355	CCDS12860.1	ZNF415
84671	ZNF347	NP_115973.2	NM_032584	CCDS33097.1	ZNF347
84671	ZNF347	XP_005259392.1	PRJNA168;XM_005259335	-	ZNF347
79788	ZNF665	NP_079009.3	NM_024733	CCDS46169.1	ZNF665
79788	ZNF665	XP_005259323.1	PRJNA168;XM_005259266	-	ZNF665
342926	ZNF677	NP_872415.1	NM_182609	CCDS12861.1	ZNF677
342926	ZNF677	XP_005258917.1	PRJNA168;XM_005258860	-	ZNF677
342926	ZNF677	XP_005258918.1	PRJNA168;XM_005258861	-	ZNF677
317701	VN1R2	NP_776255.2	NM_173856	CCDS12862.1	VN1R2
317703	VN1R4	NP_776256.2	NM_173857	CCDS33099.1	VN1R4
91664	ZNF845	NP_612383.1	NM_138374	CCDS46170.1	ZNF845
91664	ZNF845	XP_005259458.1	PRJNA168;XM_005259401	-	ZNF845
91661	ZNF765	NP_001035275.1	NM_001040185	CCDS46171.1	ZNF765
388561	ZNF761	NP_001008401.3	NM_001008401	-	ZNF761
126017	ZNF813	NP_001004301.2	NM_001004301	CCDS46172.1	ZNF813
55422	ZNF331	NP_001073375.1	NM_001079906	CCDS33102.1	ZNF331
55422	ZNF331	NP_001073376.1	NM_001079907	CCDS33102.1	ZNF331
55422	ZNF331	NP_061025.5	NM_018555	CCDS33102.1	ZNF331
55422	ZNF331	NP_001240728.1	NM_001253799	CCDS33102.1	ZNF331
55422	ZNF331	NP_001240729.1	NM_001253800	CCDS33102.1	ZNF331
55422	ZNF331	NP_001240730.1	NM_001253801	CCDS33102.1	ZNF331
55422	ZNF331	NP_001240727.1	NM_001253798	CCDS33102.1	ZNF331
55422	ZNF331	XP_005259097.1	PRJNA168;XM_005259040	-	ZNF331
55422	ZNF331	XP_005259098.1	PRJNA168;XM_005259041	-	ZNF331
55422	ZNF331	XP_005259099.1	PRJNA168;XM_005259042	-	ZNF331
55422	ZNF331	XP_005259100.1	PRJNA168;XM_005259043	-	ZNF331
55422	ZNF331	XP_005259101.1	PRJNA168;XM_005259044	-	ZNF331
503834	DPRX	NP_001012746.1	NM_001012728	CCDS33103.1	DPRX
91662	NLRP12	NP_653288.1	NM_144687	CCDS12864.1	NLRP12
91663	MYADM	NP_612382.1	NM_138373	CCDS12866.1	MYADM
91663	MYADM	NP_001018654.1	NM_001020818	CCDS12866.1	MYADM
91663	MYADM	NP_001018655.1	NM_001020819	CCDS12866.1	MYADM
91663	MYADM	NP_001018656.1	NM_001020820	CCDS12866.1	MYADM
91663	MYADM	NP_001018657.1	NM_001020821	CCDS12866.1	MYADM
5582	PRKCG	NP_002730.1	NM_002739	CCDS12867.1	PRKCG
59284	CACNG7	NP_114102.2	NM_031896	CCDS12868.1	CACNG7
59284	CACNG7	XP_005259182.1	PRJNA168;XM_005259125	-	CACNG7
59283	CACNG8	NP_114101.4	NM_031895	CCDS33104.1	CACNG8
59285	CACNG6	NP_665813.1	NM_145814	CCDS12870.1	CACNG6
284415	VSTM1	NP_940883.2	NM_198481	CCDS12872.1	VSTM1
4696	NDUFA3	NP_004533.1	NM_004542	CCDS12877.1	NDUFA3
29844	TFPT	NP_037474.1	NM_013342	CCDS12878.1	TFPT
26121	PRPF31	NP_056444.3	NM_015629	CCDS12879.1	PRPF31
4849	CNOT3	NP_055331.1	NM_014516	CCDS12880.1	CNOT3
79143	MBOAT7	NP_077274.3	NM_024298	CCDS12883.1	MBOAT7
79143	MBOAT7	XP_005259302.1	PRJNA168;XM_005259245	-	MBOAT7
79042	TSEN34	NP_001070914.1	NM_001077446	CCDS42609.1	TSEN34
79042	TSEN34	NP_076980.2	NM_024075	CCDS42609.1	TSEN34
79042	TSEN34	XP_005259299.1	PRJNA168;XM_005259242	-	TSEN34
6203	RPS9	NP_001004.2	NM_001013	CCDS12884.1	RPS9
6203	RPS9	XP_005259192.1	PRJNA168;XM_005259135	-	RPS9
6203	RPS9	XP_005259193.1	PRJNA168;XM_005259136	-	RPS9
353514	LILRA5	NP_067073.1	NM_021250	CCDS12888.1	LILRA5
57348	TTYH1	NP_065710.1	NM_020659	CCDS12893.1	TTYH1
114823	LENG8	NP_443157.1	NM_052925	CCDS12894.1	LENG8
114823	LENG8	XP_005258543.1	PRJNA168;XM_005258486	-	LENG8
148170	CDC42EP5	NP_659494.2	NM_145057	CCDS12896.1	CDC42EP5
3904	LAIR2	NP_002279.2	NM_002288	CCDS12897.1	LAIR2
11024	LILRA1	NP_006854.1	NM_006863	CCDS12901.1	LILRA1
3804	KIR2DL3	NP_056952.2	NM_015868	CCDS33107.1	KIR2DL3
3802	KIR2DL1	NP_055033.2	NM_014218	CCDS12904.1	KIR2DL1
3812	KIR3DL2	NP_006728.2	NM_006737	CCDS12906.1	KIR3DL2
2204	FCAR	NP_001991.1	NM_002000	CCDS12907.1	FCAR
55655	NLRP2	NP_001167552.1	NM_001174081	CCDS12913.1	NLRP2
55655	NLRP2	NP_060322.1	NM_017852	CCDS12913.1	NLRP2
112724	RDH13	NP_001139443.1	NM_001145971	CCDS54320.1	RDH13
112724	RDH13	XP_005258530.1	PRJNA168;XM_005258473	-	RDH13
54869	EPS8L1	NP_573441.2	NM_133180	CCDS12914.1	EPS8L1
54776	PPP1R12C	NP_060077.1	NM_017607	CCDS12916.1	PPP1R12C
7137	TNNI3	NP_000354.4	NM_000363	CCDS42628.1	TNNI3
352909	DNAAF3	NP_001243644.1	NM_001256715	CCDS59422.1	DNAAF3
6861	SYT5	NP_003171.2	NM_003180	CCDS12919.1	SYT5
6861	SYT5	XP_005259241.1	PRJNA168;XM_005259184	-	SYT5
255043	TMEM86B	NP_776165.3	NM_173804	CCDS12920.1	TMEM86B
22870	PPP6R1	NP_055746.3	NM_014931	CCDS46186.1	PPP6R1
22870	PPP6R1	XP_005258726.1	PRJNA168;XM_005258669	-	PPP6R1
22870	PPP6R1	XP_005258727.1	PRJNA168;XM_005258670	-	PPP6R1
23640	HSPBP1	NP_001123578.1	NM_001130106	CCDS33111.1	HSPBP1
23640	HSPBP1	NP_036399.3	NM_012267	CCDS33111.1	HSPBP1
84446	BRSK1	NP_115806.1	NM_032430	CCDS12921.1	BRSK1
284417	TMEM150B	NP_001078957.1	NM_001085488	CCDS42629.1	TMEM150B
284417	TMEM150B	XP_005258869.1	PRJNA168;XM_005258812	-	TMEM150B
284417	TMEM150B	XP_005258870.1	PRJNA168;XM_005258813	-	TMEM150B
84787	SUV420H2	NP_116090.2	NM_032701	CCDS12922.1	KMT5C
125965	COX6B2	NP_653214.2	NM_144613	CCDS42630.1	COX6B2
284418	FAM71E2	NP_001138874.1	NM_001145402	-	GARIN5B
3589	IL11	NP_000632.1	NM_000641	CCDS12923.1	IL11
147744	TMEM190	NP_631911.1	NM_139172	CCDS33113.1	TMEM190
388564	TMEM238	NP_001177693.1	NM_001190764	CCDS54323.1	TMEM238
6158	RPL28	NP_000982.2	NM_000991	CCDS12924.1	RPL28
27338	UBE2S	NP_055316.2	NM_014501	CCDS33114.1	UBE2S
729956	SHISA7	NP_001138648.1	NM_001145176	CCDS46193.1	SHISA7
79763	ISOC2	NP_001129673.1	NM_001136201	CCDS46195.1	ISOC2
89887	ZNF628	NP_149104.3	NM_033113	CCDS33116.3	ZNF628
57106	NAT14	NP_065111.1	NM_020378	CCDS12926.1	NAT14
284297	SSC5D	NP_001138422.1	NM_001144950	CCDS46196.1	SSC5D
646643	SBK2	NP_001094871.2	NM_001101401	CCDS42631.1	SBK2
646643	SBK2	XP_005259215.1	PRJNA168;XM_005259158	-	SBK2
100130827	SGK110	NP_001186753.1	NM_001199824	-	SBK3
163033	ZNF579	NP_689813.2	NM_152600	CCDS12927.1	ZNF579
84922	FIZ1	NP_116225.2	NM_032836	CCDS12928.1	FIZ1
84922	FIZ1	XP_005259409.1	PRJNA168;XM_005259352	-	FIZ1
84922	FIZ1	XP_005259410.1	PRJNA168;XM_005259353	-	FIZ1
147807	ZNF524	NP_694951.1	NM_153219	CCDS12929.1	ZNF524
100507290	ZNF865	NP_001182534.1	NM_001195605	CCDS58681.1	ZNF865
100507290	ZNF865	XP_005258456.1	PRJNA168;XM_005258399	-	ZNF865
100507290	ZNF865	XP_005258457.1	PRJNA168;XM_005258400	-	ZNF865
147808	ZNF784	NP_976308.1	NM_203374	CCDS12930.1	ZNF784
51157	ZNF580	NP_001156895.1	NM_001163423	CCDS12931.1	ZNF580
51157	ZNF580	NP_996998.1	NM_207115	CCDS12931.1	ZNF580
51157	ZNF580	NP_057286.1	NM_016202	CCDS12931.1	ZNF580
51157	ZNF580	XP_005259025.1	PRJNA168;XM_005258968	-	ZNF580
51545	ZNF581	NP_057619.1	NM_016535	CCDS12932.1	ZNF581
29903	CCDC106	NP_037433.2	NM_013301	CCDS33118.1	CCDC106
29903	CCDC106	XP_005258884.1	PRJNA168;XM_005258827	-	CCDC106
29903	CCDC106	XP_005258885.1	PRJNA168;XM_005258828	-	CCDC106
11338	U2AF2	NP_009210.1	NM_007279	CCDS12933.1	U2AF2
29924	EPN1	NP_001123544.1	NM_001130072	CCDS46199.1	EPN1
29924	EPN1	XP_005258886.1	PRJNA168;XM_005258829	-	EPN1
338321	NLRP9	NP_789790.2	NM_176820	CCDS12934.1	NLRP9
342931	RFPL4A	NP_001138486.1	NM_001145014	CCDS46201.1	RFPL4A
729974	RFPL4AL1	NP_001264326.1	NM_001277397	CCDS59425.1	RFPL4AL1
204801	NLRP11	NP_659444.2	NM_145007	CCDS12935.1	NLRP11
147945	NLRP4	NP_604393.2	NM_134444	CCDS12936.1	NLRP4
126204	NLRP13	NP_789780.2	NM_176810	CCDS33119.1	NLRP13
126205	NLRP8	NP_789781.2	NM_176811	CCDS12937.1	NLRP8
126206	NLRP5	NP_703148.4	NM_153447	CCDS12938.1	NLRP5
126208	ZNF787	NP_001002836.2	NM_001002836	CCDS42634.1	ZNF787
55311	ZNF444	NP_060807.2	NM_018337	CCDS12939.1	ZNF444
55311	ZNF444	XP_005259091.1	PRJNA168;XM_005259034	-	ZNF444
55311	ZNF444	XP_005259092.1	PRJNA168;XM_005259035	-	ZNF444
55311	ZNF444	XP_005259093.1	PRJNA168;XM_005259036	-	ZNF444
